Device_type;Timestamp;Heart rate;Activity type;Sleep stage;Caffeine
Apple Watch;20250603163307+0200;75;2;Awake;
Apple Watch;20250603163309+0200;75;2;Awake;
Apple Watch;20250603163314+0200;78;2;Awake;
Apple Watch;20250603163323+0200;80;2;Awake;
Apple Watch;20250603163328+0200;77;2;Awake;
Apple Watch;20250603163333+0200;75;2;Awake;
Apple Watch;20250603163336+0200;76;2;Awake;
Apple Watch;20250603163343+0200;82;2;Awake;
Apple Watch;20250603163346+0200;84;2;Awake;
Apple Watch;20250603163350+0200;87;2;Awake;
Apple Watch;20250603163358+0200;82;2;Awake;
Apple Watch;20250603163402+0200;81;2;Awake;
Apple Watch;20250603163407+0200;80;2;Awake;
Apple Watch;20250603163410+0200;81;2;Awake;
Apple Watch;20250603163414+0200;80;2;Awake;
Apple Watch;20250603163419+0200;84;2;Awake;
Apple Watch;20250603163425+0200;78;2;Awake;
Apple Watch;20250603163433+0200;81;2;Awake;
Apple Watch;20250603163434+0200;80;2;Awake;
Apple Watch;20250603163439+0200;83;2;Awake;
Apple Watch;20250603163448+0200;82;2;Awake;
Apple Watch;20250603163452+0200;83;2;Awake;
Apple Watch;20250603163458+0200;92;2;Awake;
Apple Watch;20250603163502+0200;87;2;Awake;
Apple Watch;20250603163505+0200;84;2;Awake;
Apple Watch;20250603163509+0200;81;2;Awake;
Apple Watch;20250603163514+0200;82;2;Awake;
Apple Watch;20250603163521+0200;78;2;Awake;
Apple Watch;20250603163527+0200;77;2;Awake;
Apple Watch;20250603163533+0200;78;2;Awake;
Apple Watch;20250603163535+0200;78;2;Awake;
Apple Watch;20250603163539+0200;78;2;Awake;
Apple Watch;20250603163548+0200;81;2;Awake;
Apple Watch;20250603163549+0200;81;2;Awake;
Apple Watch;20250603163558+0200;96;2;Awake;
Apple Watch;20250603163601+0200;98;2;Awake;
Apple Watch;20250603163607+0200;92;2;Awake;
Apple Watch;20250603163612+0200;92;2;Awake;
Apple Watch;20250603163614+0200;92;2;Awake;
Apple Watch;20250603163623+0200;95;2;Awake;
Apple Watch;20250603163628+0200;92;2;Awake;
Apple Watch;20250603163629+0200;92;2;Awake;
Apple Watch;20250603163638+0200;91;2;Awake;
Apple Watch;20250603163643+0200;90;2;Awake;
Apple Watch;20250603163644+0200;92;2;Awake;
Apple Watch;20250603163649+0200;94;2;Awake;
Apple Watch;20250603163658+0200;90;2;Awake;
Apple Watch;20250603163703+0200;95;2;Awake;
Apple Watch;20250603163704+0200;96;2;Awake;
Apple Watch;20250603163713+0200;95;2;Awake;
Apple Watch;20250603163716+0200;94;2;Awake;
Apple Watch;20250603163719+0200;94;2;Awake;
Apple Watch;20250603163724+0200;96;2;Awake;
Apple Watch;20250603163729+0200;98;2;Awake;
Apple Watch;20250603163734+0200;100;2;Awake;
Apple Watch;20250603163739+0200;99;2;Awake;
Apple Watch;20250603163748+0200;96;2;Awake;
Apple Watch;20250603163753+0200;95;2;Awake;
Apple Watch;20250603163756+0200;96;2;Awake;
Apple Watch;20250603163801+0200;96;2;Awake;
Apple Watch;20250603163804+0200;97;2;Awake;
Apple Watch;20250603163813+0200;95;2;Awake;
Apple Watch;20250603163817+0200;94;2;Awake;
Apple Watch;20250603163819+0200;93;2;Awake;
Apple Watch;20250603163824+0200;95;2;Awake;
Apple Watch;20250603163833+0200;91;2;Awake;
Apple Watch;20250603163835+0200;91;2;Awake;
Apple Watch;20250603163839+0200;94;2;Awake;
Apple Watch;20250603163845+0200;98;2;Awake;
Apple Watch;20250603163851+0200;95;2;Awake;
Apple Watch;20250603163858+0200;86;2;Awake;
Apple Watch;20250603163903+0200;86;2;Awake;
Apple Watch;20250603163905+0200;86;2;Awake;
Apple Watch;20250603163909+0200;86;2;Awake;
Apple Watch;20250603163914+0200;88;2;Awake;
Apple Watch;20250603163921+0200;94;2;Awake;
Apple Watch;20250603163927+0200;87;2;Awake;
Apple Watch;20250603163931+0200;80;2;Awake;
Apple Watch;20250603163934+0200;82;2;Awake;
Apple Watch;20250603163943+0200;86;2;Awake;
Apple Watch;20250603163947+0200;92;2;Awake;
Apple Watch;20250603163949+0200;97;2;Awake;
Apple Watch;20250603163954+0200;99;2;Awake;
Apple Watch;20250603164003+0200;94;2;Awake;
Apple Watch;20250603164004+0200;93;2;Awake;
Apple Watch;20250603164009+0200;94;2;Awake;
Apple Watch;20250603164014+0200;96;2;Awake;
Apple Watch;20250603164020+0200;95;2;Awake;
Apple Watch;20250603164024+0200;95;2;Awake;
Apple Watch;20250603164033+0200;100;2;Awake;
Apple Watch;20250603164038+0200;97;2;Awake;
Apple Watch;20250603164039+0200;96;2;Awake;
Apple Watch;20250603164046+0200;100;2;Awake;
Apple Watch;20250603164049+0200;99;2;Awake;
Apple Watch;20250603164054+0200;97;2;Awake;
Apple Watch;20250603164103+0200;100;2;Awake;
Apple Watch;20250603164108+0200;99;2;Awake;
Apple Watch;20250603164113+0200;97;2;Awake;
Apple Watch;20250603164118+0200;99;2;Awake;
Apple Watch;20250603164123+0200;98;2;Awake;
Apple Watch;20250603164126+0200;93;2;Awake;
Apple Watch;20250603164129+0200;92;2;Awake;
Apple Watch;20250603164134+0200;94;2;Awake;
Apple Watch;20250603164139+0200;95;2;Awake;
Apple Watch;20250603164147+0200;93;2;Awake;
Apple Watch;20250603164152+0200;95;2;Awake;
Apple Watch;20250603164158+0200;97;2;Awake;
Apple Watch;20250603164203+0200;97;2;Awake;
Apple Watch;20250603164206+0200;98;2;Awake;
Apple Watch;20250603164209+0200;96;2;Awake;
Apple Watch;20250603164218+0200;98;2;Awake;
Apple Watch;20250603164219+0200;98;2;Awake;
Apple Watch;20250603164228+0200;87;2;Awake;
Apple Watch;20250603164233+0200;89;2;Awake;
Apple Watch;20250603164238+0200;88;2;Awake;
Apple Watch;20250603164242+0200;87;2;Awake;
Apple Watch;20250603164247+0200;91;2;Awake;
Apple Watch;20250603164735+0200;96;2;Awake;
Apple Watch;20250603164501+0200;92;1;Awake;
Apple Watch;20250603165250+0200;84;1;Awake;
Apple Watch;20250603170136+0200;81;0;Awake;
Apple Watch;20250603170651+0200;86;2;Awake;
Apple Watch;20250603170300+0200;79;1;Awake;
Apple Watch;20250603171308+0200;89;1;Awake;
Apple Watch;20250603172321+0200;92;2;Awake;
Apple Watch;20250603171714+0200;92;0;Awake;
Apple Watch;20250603173747+0200;99;0;Awake;
Apple Watch;20250603173748+0200;100;0;Awake;
Apple Watch;20250603173756+0200;102;0;Awake;
Apple Watch;20250603173802+0200;98;0;Awake;
Apple Watch;20250603173807+0200;95;0;Awake;
Apple Watch;20250603173809+0200;95;0;Awake;
Apple Watch;20250603173816+0200;98;0;Awake;
Apple Watch;20250603173818+0200;98;0;Awake;
Apple Watch;20250603173827+0200;98;0;Awake;
Apple Watch;20250603173828+0200;98;0;Awake;
Apple Watch;20250603173833+0200;99;0;Awake;
Apple Watch;20250603173842+0200;94;0;Awake;
Apple Watch;20250603173847+0200;94;0;Awake;
Apple Watch;20250603173852+0200;90;0;Awake;
Apple Watch;20250603173853+0200;91;0;Awake;
Apple Watch;20250603173902+0200;93;0;Awake;
Apple Watch;20250603173903+0200;93;0;Awake;
Apple Watch;20250603173912+0200;96;0;Awake;
Apple Watch;20250603173917+0200;97;0;Awake;
Apple Watch;20250603173922+0200;97;0;Awake;
Apple Watch;20250603173924+0200;95;0;Awake;
Apple Watch;20250603173932+0200;101;0;Awake;
Apple Watch;20250603173933+0200;102;0;Awake;
Apple Watch;20250603173940+0200;106;0;Awake;
Apple Watch;20250603173943+0200;100;0;Awake;
Apple Watch;20250603173952+0200;96;0;Awake;
Apple Watch;20250603173955+0200;93;0;Awake;
Apple Watch;20250603173959+0200;90;0;Awake;
Apple Watch;20250603174003+0200;88;0;Awake;
Apple Watch;20250603174011+0200;90;0;Awake;
Apple Watch;20250603174014+0200;89;0;Awake;
Apple Watch;20250603174020+0200;90;0;Awake;
Apple Watch;20250603174023+0200;90;0;Awake;
Apple Watch;20250603174032+0200;92;0;Awake;
Apple Watch;20250603174037+0200;94;0;Awake;
Apple Watch;20250603174042+0200;92;0;Awake;
Apple Watch;20250603174043+0200;92;0;Awake;
Apple Watch;20250603174052+0200;92;0;Awake;
Apple Watch;20250603174057+0200;93;0;Awake;
Apple Watch;20250603174058+0200;93;0;Awake;
Apple Watch;20250603174104+0200;95;0;Awake;
Apple Watch;20250603174112+0200;99;0;Awake;
Apple Watch;20250603174115+0200;96;0;Awake;
Apple Watch;20250603174122+0200;101;0;Awake;
Apple Watch;20250603174125+0200;100;0;Awake;
Apple Watch;20250603174128+0200;102;0;Awake;
Apple Watch;20250603174144+0200;96;0;Awake;
Apple Watch;20250603174153+0200;94;0;Awake;
Apple Watch;20250603174157+0200;96;0;Awake;
Apple Watch;20250603174159+0200;98;0;Awake;
Apple Watch;20250603174208+0200;110;0;Awake;
Apple Watch;20250603174211+0200;110;0;Awake;
Apple Watch;20250603174218+0200;107;0;Awake;
Apple Watch;20250603174220+0200;107;0;Awake;
Apple Watch;20250603174224+0200;107;0;Awake;
Apple Watch;20250603174229+0200;106;0;Awake;
Apple Watch;20250603174238+0200;102;0;Awake;
Apple Watch;20250603174243+0200;103;0;Awake;
Apple Watch;20250603174245+0200;104;0;Awake;
Apple Watch;20250603174253+0200;104;0;Awake;
Apple Watch;20250603174256+0200;104;0;Awake;
Apple Watch;20250603174259+0200;106;0;Awake;
Apple Watch;20250603174304+0200;101;0;Awake;
Apple Watch;20250603174313+0200;95;0;Awake;
Apple Watch;20250603174318+0200;91;0;Awake;
Apple Watch;20250603174321+0200;91;0;Awake;
Apple Watch;20250603174324+0200;92;0;Awake;
Apple Watch;20250603174329+0200;90;0;Awake;
Apple Watch;20250603174334+0200;87;0;Awake;
Apple Watch;20250603174340+0200;89;0;Awake;
Apple Watch;20250603174348+0200;81;0;Awake;
Apple Watch;20250603174352+0200;76;0;Awake;
Apple Watch;20250603174358+0200;72;0;Awake;
Apple Watch;20250603174402+0200;69;0;Awake;
Apple Watch;20250603174404+0200;69;0;Awake;
Apple Watch;20250603174412+0200;71;0;Awake;
Apple Watch;20250603174414+0200;71;0;Awake;
Apple Watch;20250603174423+0200;74;0;Awake;
Apple Watch;20250603174424+0200;74;0;Awake;
Apple Watch;20250603174429+0200;77;0;Awake;
Apple Watch;20250603174434+0200;81;0;Awake;
Apple Watch;20250603174443+0200;84;0;Awake;
Apple Watch;20250603174447+0200;85;0;Awake;
Apple Watch;20250603174449+0200;86;0;Awake;
Apple Watch;20250603174454+0200;87;0;Awake;
Apple Watch;20250603174502+0200;87;0;Awake;
Apple Watch;20250603174504+0200;87;0;Awake;
Apple Watch;20250603174510+0200;91;0;Awake;
Apple Watch;20250603174518+0200;90;0;Awake;
Apple Watch;20250603174523+0200;93;0;Awake;
Apple Watch;20250603174526+0200;91;0;Awake;
Apple Watch;20250603174529+0200;89;0;Awake;
Apple Watch;20250603174534+0200;91;0;Awake;
Apple Watch;20250603174543+0200;91;0;Awake;
Apple Watch;20250603174547+0200;92;0;Awake;
Apple Watch;20250603174549+0200;92;0;Awake;
Apple Watch;20250603174558+0200;93;0;Awake;
Apple Watch;20250603174603+0200;87;0;Awake;
Apple Watch;20250603174604+0200;87;0;Awake;
Apple Watch;20250603174609+0200;89;0;Awake;
Apple Watch;20250603174618+0200;92;0;Awake;
Apple Watch;20250603174623+0200;89;0;Awake;
Apple Watch;20250603174625+0200;88;0;Awake;
Apple Watch;20250603174629+0200;87;0;Awake;
Apple Watch;20250603174638+0200;93;0;Awake;
Apple Watch;20250603174641+0200;94;0;Awake;
Apple Watch;20250603174644+0200;92;0;Awake;
Apple Watch;20250603175018+0200;78;1;Awake;
Apple Watch;20250603175526+0200;67;1;Awake;
Apple Watch;20250603180047+0200;60;1;Awake;
Apple Watch;20250603180354+0200;55;0;Awake;
Apple Watch;20250603180555+0200;56;1;Awake;
Apple Watch;20250603181055+0200;56;1;Awake;
Apple Watch;20250603181512+0200;57;1;Awake;
Apple Watch;20250603181830+0200;60,4831;0;Awake;
Apple Watch;20250603182050+0200;59;1;Awake;
Apple Watch;20250603182334+0200;59;1;Awake;
Apple Watch;20250603183120+0200;60;1;Awake;
Apple Watch;20250603183556+0200;59;1;Awake;
Apple Watch;20250603184008+0200;58;1;Awake;
Apple Watch;20250603184149+0200;58;1;Awake;
Apple Watch;20250603202105+0200;55;1;Awake;
Apple Watch;20250603202354+0200;51;1;Awake;
Apple Watch;20250603202701+0200;52;1;Awake;
Apple Watch;20250603203358+0200;77;0;Awake;
Apple Watch;20250603204024+0200;71;1;Awake;
Apple Watch;20250603204238+0200;80;0;Awake;
Apple Watch;20250603204648+0200;99;0;Awake;
Apple Watch;20250603205608+0200;65;1;Awake;
Apple Watch;20250603205838+0200;67;1;Awake;
Apple Watch;20250603210153+0200;69;1;Awake;
Apple Watch;20250603210711+0200;63;1;Awake;
Apple Watch;20250603211618+0200;60;1;Awake;
Apple Watch;20250603211947+0200;60;1;Awake;
Apple Watch;20250603212238+0200;63;1;Awake;
Apple Watch;20250603213118+0200;66;1;Awake;
Apple Watch;20250603213246+0200;67;1;Awake;
Apple Watch;20250603213857+0200;66;1;Awake;
Apple Watch;20250603214356+0200;67;1;Awake;
Apple Watch;20250603214719+0200;67;1;Awake;
Apple Watch;20250603215327+0200;63;1;Awake;
Apple Watch;20250603215719+0200;66;1;Awake;
Apple Watch;20250603220439+0200;64;1;Awake;
Apple Watch;20250603220840+0200;64;1;Awake;
Apple Watch;20250603221526+0200;63;1;Awake;
Apple Watch;20250603221727+0200;72,1689;0;Awake;
Apple Watch;20250603221713+0200;65;1;Awake;
Apple Watch;20250603222411+0200;66;1;Awake;
Apple Watch;20250603222719+0200;64;1;Awake;
Apple Watch;20250603223259+0200;63;1;Awake;
Apple Watch;20250603223924+0200;63;1;Awake;
Apple Watch;20250603224228+0200;63;1;Awake;
Apple Watch;20250603225055+0200;89;1;Awake;
Apple Watch;20250603225649+0200;107;2;Awake;
Apple Watch;20250603230935+0200;59;2;Awake;
Apple Watch;20250603225229+0200;97;1;Awake;
Apple Watch;20250603231010+0200;58;0;Awake;
Apple Watch;20250603231439+0200;56;0;Awake;
Apple Watch;20250603231943+0200;59;0;Awake;
Apple Watch;20250603232339+0200;62;0;Awake;
Apple Watch;20250603233102+0200;61;0;Awake;
Apple Watch;20250603233135+0200;59;0;Awake;
Apple Watch;20250603233600+0200;59;0;Awake;
Apple Watch;20250603233702+0200;59;0;Awake;
Apple Watch;20250603234353+0200;56;0;Awake;
Apple Watch;20250603235048+0200;59;0;Light;
Apple Watch;20250603235417+0200;55;0;Awake;
Apple Watch;20250604000103+0200;58;0;Light;
Apple Watch;20250604000013+0200;54;0;Light;
Apple Watch;20250604000308+0200;53;0;Light;
Apple Watch;20250604000732+0200;48;0;Light;
Apple Watch;20250604001218+0200;48;0;Light;
Apple Watch;20250604001849+0200;52;0;Light;
Apple Watch;20250604002434+0200;49;0;Light;
Apple Watch;20250604002639+0200;49;0;Light;
Apple Watch;20250604003104+0200;49;0;Deep;
Apple Watch;20250604003515+0200;49;0;Deep;
Apple Watch;20250604003640+0200;50;0;Light;
Apple Watch;20250604004357+0200;53;0;Light;
Apple Watch;20250604004657+0200;53;0;Light;
Apple Watch;20250604005142+0200;52;0;Deep;
Apple Watch;20250604005641+0200;53;0;Deep;
Apple Watch;20250604010227+0200;54;0;Light;
Apple Watch;20250604010626+0200;52;0;Light;
Apple Watch;20250604010758+0200;50;0;Light;
Apple Watch;20250604011546+0200;53;0;Light;
Apple Watch;20250604011904+0200;51;0;REM;
Apple Watch;20250604012629+0200;52;0;REM;
Apple Watch;20250604013123+0200;50;0;Light;
Apple Watch;20250604013228+0200;48;0;Light;
Apple Watch;20250604013412+0200;52;0;Light;
Apple Watch;20250604014026+0200;49;0;Light;
Apple Watch;20250604014425+0200;48;0;Light;
Apple Watch;20250604015135+0200;48;0;Light;
Apple Watch;20250604015525+0200;49;0;Deep;
Apple Watch;20250604015802+0200;50;0;Deep;
Apple Watch;20250604020229+0200;48;0;Deep;
Apple Watch;20250604020140+0200;50;0;Deep;
Apple Watch;20250604020701+0200;48;0;Deep;
Apple Watch;20250604021454+0200;52;0;Light;
Apple Watch;20250604021655+0200;50,0829;0;Light;
Apple Watch;20250604021825+0200;50;0;Light;
Apple Watch;20250604022256+0200;50;0;Light;
Apple Watch;20250604023111+0200;49;0;Light;
Apple Watch;20250604023323+0200;49;0;Light;
Apple Watch;20250604023803+0200;45;0;Light;
Apple Watch;20250604024227+0200;48;0;REM;
Apple Watch;20250604024652+0200;49;0;REM;
Apple Watch;20250604024927+0200;51;0;REM;
Apple Watch;20250604025310+0200;49;0;Light;
Apple Watch;20250604025747+0200;49;0;Light;
Apple Watch;20250604030355+0200;48;0;Light;
Apple Watch;20250604030720+0200;47;0;Light;
Apple Watch;20250604031928+0200;44;0;Light;
Apple Watch;20250604031312+0200;48;0;Light;
Apple Watch;20250604031726+0200;44;0;Light;
Apple Watch;20250604032212+0200;45;0;Light;
Apple Watch;20250604033125+0200;48;0;Light;
Apple Watch;20250604033546+0200;48;0;Light;
Apple Watch;20250604033829+0200;49;0;Light;
Apple Watch;20250604034518+0200;48;0;Light;
Apple Watch;20250604034929+0200;47;0;Light;
Apple Watch;20250604034958+0200;47;0;Light;
Apple Watch;20250604035443+0200;47;0;Light;
Apple Watch;20250604035702+0200;48;0;REM;
Apple Watch;20250604040352+0200;52;0;REM;
Apple Watch;20250604040724+0200;58;0;REM;
Apple Watch;20250604041153+0200;55;0;REM;
Apple Watch;20250604041930+0200;52;0;Light;
Apple Watch;20250604041957+0200;49;0;Light;
Apple Watch;20250604042212+0200;49;0;Light;
Apple Watch;20250604042826+0200;52;0;Light;
Apple Watch;20250604043559+0200;53;0;Light;
Apple Watch;20250604043955+0200;52;0;Light;
Apple Watch;20250604044339+0200;53;0;Light;
Apple Watch;20250604044931+0200;50;0;Light;
Apple Watch;20250604045022+0200;52;0;Light;
Apple Watch;20250604045520+0200;52;0;Light;
Apple Watch;20250604045918+0200;48;0;Light;
Apple Watch;20250604050421+0200;48;0;Light;
Apple Watch;20250604050726+0200;49;0;Light;
Apple Watch;20250604051138+0200;48;0;Light;
Apple Watch;20250604051931+0200;44;0;Light;
Apple Watch;20250604051637+0200;48;0;Light;
Apple Watch;20250604052216+0200;48;0;Light;
Apple Watch;20250604052712+0200;51;0;Light;
Apple Watch;20250604053305+0200;46;0;REM;
Apple Watch;20250604054001+0200;47;0;REM;
Apple Watch;20250604054417+0200;49;0;REM;
Apple Watch;20250604054957+0200;50;0;REM;
Apple Watch;20250604055044+0200;48;0;REM;
Apple Watch;20250604055253+0200;52;0;REM;
Apple Watch;20250604055927+0200;46;0;REM;
Apple Watch;20250604060608+0200;48;0;Light;
Apple Watch;20250604061033+0200;44;0;Light;
Apple Watch;20250604061358+0200;42;0;Light;
Apple Watch;20250604061714+0200;46,132;0;Light;
Apple Watch;20250604061737+0200;45;0;Light;
Apple Watch;20250604062239+0200;44;0;Light;
Apple Watch;20250604062751+0200;45;0;Light;
Apple Watch;20250604063424+0200;45;0;Light;
Apple Watch;20250604064123+0200;48;0;Light;
Apple Watch;20250604063638+0200;45;0;Light;
Apple Watch;20250604064228+0200;52;0;Light;
Apple Watch;20250604065120+0200;49;0;Light;
Apple Watch;20250604065404+0200;48;0;Light;
Apple Watch;20250604065958+0200;49;0;Light;
Apple Watch;20250604070347+0200;51;0;Light;
Apple Watch;20250604070725+0200;50;0;REM;
Apple Watch;20250604071124+0200;45;0;REM;
Apple Watch;20250604071154+0200;52;0;REM;
Apple Watch;20250604071822+0200;52;0;REM;
Apple Watch;20250604072619+0200;54;0;REM;
Apple Watch;20250604073040+0200;53;0;REM;
Apple Watch;20250604073235+0200;53;0;REM;
Apple Watch;20250604073904+0200;49;0;Awake;
Apple Watch;20250604074125+0200;53;0;Light;
Apple Watch;20250604074243+0200;47;0;Awake;
Apple Watch;20250604074929+0200;53;1;Awake;
Apple Watch;20250604075606+0200;62;1;Awake;
Apple Watch;20250604080047+0200;50;1;Awake;
Apple Watch;20250604080253+0200;50;1;Awake;
Apple Watch;20250604081126+0200;51;0;Awake;
Apple Watch;20250604080641+0200;50;1;Awake;
Apple Watch;20250604081437+0200;51;1;Awake;
Apple Watch;20250604081828+0200;48;1;Awake;
Apple Watch;20250604082626+0200;66;1;Awake;
Apple Watch;20250604083032+0200;63;1;Awake;
Apple Watch;20250604083615+0200;66;1;Awake;
Apple Watch;20250604083955+0200;63;1;Awake;
Apple Watch;20250604084609+0200;56;0;Awake;
Apple Watch;20250604084627+0200;59;1;Awake;
Apple Watch;20250604084859+0200;59;1;Awake;
Apple Watch;20250604090320+0200;84;2;Awake;
Apple Watch;20250604085221+0200;66;1;Awake;
Apple Watch;20250604090432+0200;100;0;Awake;
Apple Watch;20250604091130+0200;88;1;Awake;
Apple Watch;20250604091314+0200;84;1;Awake;
Apple Watch;20250604092040+0200;85;1;Awake;
Apple Watch;20250604092332+0200;72;1;Awake;
Apple Watch;20250604093000+0200;74;1;Awake;
Apple Watch;20250604093411+0200;80;1;Awake;
Apple Watch;20250604093900+0200;100;0;Awake;
Apple Watch;20250604095013+0200;78;1;Awake;
Apple Watch;20250604095458+0200;76;1;Awake;
Apple Watch;20250604095927+0200;72;1;Awake;
Apple Watch;20250604100803+0200;74;0;Awake;
Apple Watch;20250604100219+0200;75;1;Awake;
Apple Watch;20250604100721+0200;73;1;Awake;
Apple Watch;20250604101333+0200;73;1;Awake;
Apple Watch;20250604101841+0200;68,7944;0;Awake;
Apple Watch;20250604102030+0200;71;1;Awake;
Apple Watch;20250604103443+0200;83;1;Awake;
Apple Watch;20250604104032+0200;89;0;Awake;
Apple Watch;20250604104509+0200;96;0;Awake;
Apple Watch;20250604104514+0200;98;0;Awake;
Apple Watch;20250604104516+0200;100;0;Awake;
Apple Watch;20250604104524+0200;110;0;Awake;
Apple Watch;20250604104529+0200;109;0;Awake;
Apple Watch;20250604104533+0200;107;0;Awake;
Apple Watch;20250604104536+0200;108;0;Awake;
Apple Watch;20250604104543+0200;105;0;Awake;
Apple Watch;20250604104545+0200;107;0;Awake;
Apple Watch;20250604104554+0200;112;0;Awake;
Apple Watch;20250604104559+0200;113;0;Awake;
Apple Watch;20250604104602+0200;113;0;Awake;
Apple Watch;20250604104606+0200;114;0;Awake;
Apple Watch;20250604104610+0200;116;0;Awake;
Apple Watch;20250604104618+0200;118;0;Awake;
Apple Watch;20250604104624+0200;117;0;Awake;
Apple Watch;20250604104629+0200;116;0;Awake;
Apple Watch;20250604104632+0200;116;0;Awake;
Apple Watch;20250604104636+0200;116;0;Awake;
Apple Watch;20250604104640+0200;114;0;Awake;
Apple Watch;20250604104646+0200;111;0;Awake;
Apple Watch;20250604104652+0200;110;0;Awake;
Apple Watch;20250604104655+0200;110;0;Awake;
Apple Watch;20250604104703+0200;111;0;Awake;
Apple Watch;20250604104705+0200;109;0;Awake;
Apple Watch;20250604104710+0200;108;0;Awake;
Apple Watch;20250604104717+0200;114;0;Awake;
Apple Watch;20250604104724+0200;119;0;Awake;
Apple Watch;20250604104214+0200;71;0;Awake;
Apple Watch;20250604104729+0200;120;0;Awake;
Apple Watch;20250604104730+0200;120;0;Awake;
Apple Watch;20250604104738+0200;122;0;Awake;
Apple Watch;20250604104740+0200;122;0;Awake;
Apple Watch;20250604104748+0200;125;0;Awake;
Apple Watch;20250604104754+0200;120;0;Awake;
Apple Watch;20250604104755+0200;120;0;Awake;
Apple Watch;20250604104804+0200;121;0;Awake;
Apple Watch;20250604104807+0200;119;0;Awake;
Apple Watch;20250604104814+0200;114;0;Awake;
Apple Watch;20250604104819+0200;113;0;Awake;
Apple Watch;20250604104820+0200;113;0;Awake;
Apple Watch;20250604104828+0200;110;0;Awake;
Apple Watch;20250604104831+0200;111;0;Awake;
Apple Watch;20250604104839+0200;118;0;Awake;
Apple Watch;20250604104844+0200;121;0;Awake;
Apple Watch;20250604104849+0200;122;0;Awake;
Apple Watch;20250604104851+0200;122;0;Awake;
Apple Watch;20250604104856+0200;123;0;Awake;
Apple Watch;20250604104904+0200;126;0;Awake;
Apple Watch;20250604104907+0200;126;0;Awake;
Apple Watch;20250604104914+0200;125;0;Awake;
Apple Watch;20250604104917+0200;125;0;Awake;
Apple Watch;20250604104920+0200;123;0;Awake;
Apple Watch;20250604104925+0200;119;0;Awake;
Apple Watch;20250604104931+0200;120;0;Awake;
Apple Watch;20250604104939+0200;120;0;Awake;
Apple Watch;20250604104944+0200;119;0;Awake;
Apple Watch;20250604104945+0200;119;0;Awake;
Apple Watch;20250604104954+0200;119;0;Awake;
Apple Watch;20250604104956+0200;120;0;Awake;
Apple Watch;20250604105001+0200;122;0;Awake;
Apple Watch;20250604105005+0200;122;0;Awake;
Apple Watch;20250604105013+0200;121;0;Awake;
Apple Watch;20250604105018+0200;118;0;Awake;
Apple Watch;20250604105021+0200;117;0;Awake;
Apple Watch;20250604105029+0200;112;0;Awake;
Apple Watch;20250604105034+0200;111;0;Awake;
Apple Watch;20250604105036+0200;111;0;Awake;
Apple Watch;20250604105044+0200;103;0;Awake;
Apple Watch;20250604105047+0200;104;0;Awake;
Apple Watch;20250604105054+0200;97;0;Awake;
Apple Watch;20250604105056+0200;98;0;Awake;
Apple Watch;20250604105103+0200;103;0;Awake;
Apple Watch;20250604105105+0200;101;0;Awake;
Apple Watch;20250604105114+0200;102;0;Awake;
Apple Watch;20250604105119+0200;104;0;Awake;
Apple Watch;20250604105122+0200;105;0;Awake;
Apple Watch;20250604105128+0200;106;0;Awake;
Apple Watch;20250604105134+0200;107;0;Awake;
Apple Watch;20250604105135+0200;108;0;Awake;
Apple Watch;20250604105142+0200;113;0;Awake;
Apple Watch;20250604105148+0200;113;0;Awake;
Apple Watch;20250604105150+0200;113;0;Awake;
Apple Watch;20250604105159+0200;121;0;Awake;
Apple Watch;20250604105200+0200;121;0;Awake;
Apple Watch;20250604105205+0200;123;0;Awake;
Apple Watch;20250604105214+0200;131;0;Awake;
Apple Watch;20250604105217+0200;131;0;Awake;
Apple Watch;20250604105221+0200;131;0;Awake;
Apple Watch;20250604105228+0200;129;0;Awake;
Apple Watch;20250604105232+0200;129;0;Awake;
Apple Watch;20250604105239+0200;128;0;Awake;
Apple Watch;20250604105244+0200;129;0;Awake;
Apple Watch;20250604105245+0200;129;0;Awake;
Apple Watch;20250604105252+0200;131;0;Awake;
Apple Watch;20250604105259+0200;130;0;Awake;
Apple Watch;20250604105301+0200;130;0;Awake;
Apple Watch;20250604105306+0200;129;0;Awake;
Apple Watch;20250604105314+0200;126;0;Awake;
Apple Watch;20250604105316+0200;127;0;Awake;
Apple Watch;20250604105324+0200;126;0;Awake;
Apple Watch;20250604105327+0200;126;0;Awake;
Apple Watch;20250604105333+0200;128;0;Awake;
Apple Watch;20250604105338+0200;129;0;Awake;
Apple Watch;20250604105343+0200;131;0;Awake;
Apple Watch;20250604105349+0200;134;0;Awake;
Apple Watch;20250604105352+0200;134;0;Awake;
Apple Watch;20250604105356+0200;133;0;Awake;
Apple Watch;20250604105400+0200;131;0;Awake;
Apple Watch;20250604105406+0200;129;0;Awake;
Apple Watch;20250604105414+0200;121;0;Awake;
Apple Watch;20250604105415+0200;120;0;Awake;
Apple Watch;20250604105420+0200;118;0;Awake;
Apple Watch;20250604105428+0200;122;0;Awake;
Apple Watch;20250604105430+0200;121;0;Awake;
Apple Watch;20250604105435+0200;117;0;Awake;
Apple Watch;20250604105444+0200;115;0;Awake;
Apple Watch;20250604105447+0200;117;0;Awake;
Apple Watch;20250604105451+0200;117;0;Awake;
Apple Watch;20250604105459+0200;108;0;Awake;
Apple Watch;20250604105500+0200;107;0;Awake;
Apple Watch;20250604105505+0200;104;0;Awake;
